game_uuid,genre_id
74B657C2-E413-4DEA-A794-4DE1A62F636D,32
74B657C2-E413-4DEA-A794-4DE1A62F636D,14
74B657C2-E413-4DEA-A794-4DE1A62F636D,10
1140D646-740E-429F-84DE-D0C869702871,35
1140D646-740E-429F-84DE-D0C869702871,16
1140D646-740E-429F-84DE-D0C869702871,15
32464B65-D575-4C98-8337-E5B46C0CD64E,13
32464B65-D575-4C98-8337-E5B46C0CD64E,31
40B8A8C0-9519-4AEE-82E9-06E5B9EB2EFE,31
40B8A8C0-9519-4AEE-82E9-06E5B9EB2EFE,5
7DFEA483-2888-4B72-B3F7-5AB39C9D75A5,32
7DFEA483-2888-4B72-B3F7-5AB39C9D75A5,8
7DFEA483-2888-4B72-B3F7-5AB39C9D75A5,31
FAA72EA9-56D2-496B-922B-DBA3B923F83E,16
FAA72EA9-56D2-496B-922B-DBA3B923F83E,13
FAA72EA9-56D2-496B-922B-DBA3B923F83E,15
A1B3F1E7-D188-4C92-80C9-4B3C027F9833,16
A1B3F1E7-D188-4C92-80C9-4B3C027F9833,13
A1B3F1E7-D188-4C92-80C9-4B3C027F9833,15
9B56CDA1-D2F0-4575-8CC4-90FDE21D22DA,16
9B56CDA1-D2F0-4575-8CC4-90FDE21D22DA,13
9B56CDA1-D2F0-4575-8CC4-90FDE21D22DA,15
848436D2-1348-42FE-B1D8-7C7FE822A5C6,32
848436D2-1348-42FE-B1D8-7C7FE822A5C6,35
848436D2-1348-42FE-B1D8-7C7FE822A5C6,15
D0739A77-976D-4015-81BF-1DA73FD4CD7E,4
D0739A77-976D-4015-81BF-1DA73FD4CD7E,33
B95F8C73-A93A-4A28-B92A-2DED21E90820,31
B95F8C73-A93A-4A28-B92A-2DED21E90820,12
B95F8C73-A93A-4A28-B92A-2DED21E90820,15
A27858D4-027F-485C-8758-FF1D36D6E517,31
A27858D4-027F-485C-8758-FF1D36D6E517,13
A27858D4-027F-485C-8758-FF1D36D6E517,8
A27858D4-027F-485C-8758-FF1D36D6E517,32
983FCF53-2E4F-42D0-96C2-09614BEF8F87,15
983FCF53-2E4F-42D0-96C2-09614BEF8F87,26
983FCF53-2E4F-42D0-96C2-09614BEF8F87,35
983FCF53-2E4F-42D0-96C2-09614BEF8F87,16
F946844B-E585-4FA4-B521-1AC255C05934,9
F946844B-E585-4FA4-B521-1AC255C05934,32
F946844B-E585-4FA4-B521-1AC255C05934,31
D18EB302-50BC-4725-8C7C-F9827FBE9111,31
D18EB302-50BC-4725-8C7C-F9827FBE9111,5
9000AED2-70A3-4894-94FD-17D44EE7D8CC,31
57C46A21-F3CC-4EC5-BC04-0A196E8ADD59,11
57C46A21-F3CC-4EC5-BC04-0A196E8ADD59,15
B8714E07-4D7E-404B-A3E1-D9A058D0976D,13
B8714E07-4D7E-404B-A3E1-D9A058D0976D,5
9947D94D-4B35-4545-95D3-493E2ACA3EF6,25
9947D94D-4B35-4545-95D3-493E2ACA3EF6,12
9947D94D-4B35-4545-95D3-493E2ACA3EF6,31
D67AFE44-8A74-41B5-860C-649ADB367DDB,15
D67AFE44-8A74-41B5-860C-649ADB367DDB,12
D67AFE44-8A74-41B5-860C-649ADB367DDB,13
D67AFE44-8A74-41B5-860C-649ADB367DDB,32
E946871B-0D13-461A-AD92-47D82202C3BC,15
E946871B-0D13-461A-AD92-47D82202C3BC,31
E946871B-0D13-461A-AD92-47D82202C3BC,12
E946871B-0D13-461A-AD92-47D82202C3BC,11
E946871B-0D13-461A-AD92-47D82202C3BC,32
8F0D5878-9738-4B0F-8FC7-AF70F93051A1,8
1AD87701-813C-43F5-B9DD-7926E2940E13,32
1AD87701-813C-43F5-B9DD-7926E2940E13,8
1AD87701-813C-43F5-B9DD-7926E2940E13,31
DB255B3C-F529-43F6-8505-B86B0D93354A,13
DB255B3C-F529-43F6-8505-B86B0D93354A,15
E9AE5BA0-D8F5-489B-A587-08B872075722,15
E9AE5BA0-D8F5-489B-A587-08B872075722,12
E9AE5BA0-D8F5-489B-A587-08B872075722,13
E9AE5BA0-D8F5-489B-A587-08B872075722,32
E9AE5BA0-D8F5-489B-A587-08B872075722,35
2EEA36C3-0947-40AE-A8C5-E84B72413D4D,15
2EEA36C3-0947-40AE-A8C5-E84B72413D4D,12
2EEA36C3-0947-40AE-A8C5-E84B72413D4D,13
2EEA36C3-0947-40AE-A8C5-E84B72413D4D,32
43C049CB-C618-4A47-94AD-3FAA238AB7F0,15
43C049CB-C618-4A47-94AD-3FAA238AB7F0,31
43C049CB-C618-4A47-94AD-3FAA238AB7F0,12
43C049CB-C618-4A47-94AD-3FAA238AB7F0,35
43C049CB-C618-4A47-94AD-3FAA238AB7F0,32
43C049CB-C618-4A47-94AD-3FAA238AB7F0,26
C0D38FA7-E67D-4785-A36E-54EA9FAE7EFE,15
C0D38FA7-E67D-4785-A36E-54EA9FAE7EFE,12
C0D38FA7-E67D-4785-A36E-54EA9FAE7EFE,35
C0D38FA7-E67D-4785-A36E-54EA9FAE7EFE,32
C0D38FA7-E67D-4785-A36E-54EA9FAE7EFE,16
EBC5133B-30A6-4128-A12C-7C0F80C60730,5
C8AB6DAB-1824-4C09-A6F5-D3495FEACC00,5
F603AF73-8BB3-4627-B39A-805399458CBD,32
F603AF73-8BB3-4627-B39A-805399458CBD,15
B79960AB-EBCF-491E-9897-7460B9B0E1B8,13
B79960AB-EBCF-491E-9897-7460B9B0E1B8,15
57338BBA-69C5-4E11-B87A-A3F3727A831F,15
57338BBA-69C5-4E11-B87A-A3F3727A831F,31
57338BBA-69C5-4E11-B87A-A3F3727A831F,12
57338BBA-69C5-4E11-B87A-A3F3727A831F,8
57338BBA-69C5-4E11-B87A-A3F3727A831F,32
0F773314-DC92-4756-8491-80B0A3638B91,7
B691CAF9-3C91-45C3-8C2D-5DA61B2BF92C,12
B691CAF9-3C91-45C3-8C2D-5DA61B2BF92C,31
268B4E25-B871-4DB2-81F0-988B32BE7AD5,9
268B4E25-B871-4DB2-81F0-988B32BE7AD5,31
268B4E25-B871-4DB2-81F0-988B32BE7AD5,13
268B4E25-B871-4DB2-81F0-988B32BE7AD5,32
C7C23552-E577-41D7-A24F-396F4A6AE764,15
C7C23552-E577-41D7-A24F-396F4A6AE764,31
C7C23552-E577-41D7-A24F-396F4A6AE764,13
C7C23552-E577-41D7-A24F-396F4A6AE764,32
A5EB70E1-6D77-48E6-AC6E-F5F5621FC158,9
A5EB70E1-6D77-48E6-AC6E-F5F5621FC158,15
A5EB70E1-6D77-48E6-AC6E-F5F5621FC158,26
A5EB70E1-6D77-48E6-AC6E-F5F5621FC158,32
6AFEA325-1CA6-44A7-865E-51E134343BE7,12
6AFEA325-1CA6-44A7-865E-51E134343BE7,15
AD946744-B3E8-4FA2-A128-4127C5CDADA0,31
AD946744-B3E8-4FA2-A128-4127C5CDADA0,5
622B86A7-7592-4780-B0D7-93285819B6D6,15
622B86A7-7592-4780-B0D7-93285819B6D6,31
622B86A7-7592-4780-B0D7-93285819B6D6,12
622B86A7-7592-4780-B0D7-93285819B6D6,35
622B86A7-7592-4780-B0D7-93285819B6D6,16
1EAC7151-F8E6-48F7-A2FD-AF37B6FC5D3C,5
5B588F62-853F-4E83-AB07-1B24A57C8603,2
